0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400332051	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0.400332051	0.400332051	0.400332051	0.400332051	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418413306	0.418413306	0.400332051	0.400332051	0.400332051	0.400332051	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418413306	0.418413306	0.418413306	0.367228617	0.400332051	0.400332051	0.400332051	0.400332051	0
0.268054774	0.268054774	0.268054774	0.290113864	0.308298969	0.308298969	0.308298969	0.308298969	0.591645772	0.591645772	0.591645772	0.591645772	0.591645772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418413306	0.367228617	0.367228617	0.367228617	0.400332051	0.400332051	0.400332051	0.400332051	0
0.268054774	0.268054774	0.268054774	0.290113864	0.308298969	0.308298969	0.308298969	0.308298969	0.591645772	0.591645772	0.591645772	0.454498573	0.396394641	0.396394641	0.396394641	0	0	0	0	0	0	0	0	0	0	0	0	0.680964339	0.680964339	0.680964339	0.367228617	0.367228617	0.367228617	0.400332051	0.400332051	0.400332051	0.400332051	0
0.268054774	0.268054774	0.268054774	0.290113864	0.308298969	0.308298969	0.308298969	0.308298969	0.591645772	0.454498573	0.454498573	0.454498573	0.396394641	0.396394641	0.396394641	0.396394641	0.396394641	0.396394641	0	0	0	0	0	0.498511174	0.498511174	0.680964339	0.680964339	0.680964339	0.680964339	0.680964339	0.367228617	0.367228617	0.367228617	0.466648944	0.466648944	0.466648944	0.466648944	0
0.268054774	0.268054774	0.268054774	0.268054774	0.287696866	0.287696866	0.287696866	0.287696866	0.591645772	0.454498573	0.454498573	0.454498573	0.377570021	0.377570021	0.377570021	0.377570021	0.377570021	0.448432544	0.448432544	0.448432544	0	0.498511174	0.498511174	0.498511174	0.498511174	0.680964339	0.680964339	0.680964339	0.680964339	0.680964339	0.367228617	0.367228617	0.367228617	0.466648944	0.466648944	0.466648944	0.466648944	0
0.315155131	0.315155131	0.315155131	0.315155131	0.315155131	0.287696866	0.287696866	0.287696866	0.454498573	0.454498573	0.454498573	0.454498573	0.377570021	0.377570021	0.377570021	0.377570021	0.377570021	0.448432544	0.448432544	0.448432544	0.448432544	0.498511174	0.498511174	0.498511174	0.498511174	0.680964339	0.680964339	0.680964339	0.542578293	0.542578293	0.446600426	0.446600426	0.446600426	0.466648944	0.466648944	0.466648944	0.466648944	0.466648944
0.315155131	0.315155131	0.315155131	0.315155131	0.315155131	0.287696866	0.287696866	0.287696866	0.454498573	0.454498573	0.454498573	0.454498573	0.377570021	0.377570021	0.332033401	0.332033401	0.332033401	0.307692308	0.307692308	0.307692308	0.307692308	0.307692308	0.498511174	0.498511174	0.498511174	0.369842961	0.369842961	0.542578293	0.542578293	0.542578293	0.446600426	0.446600426	0.446600426	0.466648944	0.466648944	0.466648944	0.466648944	0.466648944
0.245401685	0.245401685	0.245401685	0.245401685	0.315155131	0.287696866	0.287696866	0.287696866	0.454498573	0.454498573	0.454498573	0.454498573	0.332033401	0.332033401	0.332033401	0.332033401	0.332033401	0.307692308	0.307692308	0.307692308	0.307692308	0.307692308	0.498511174	0.498511174	0.369842961	0.369842961	0.369842961	0.542578293	0.542578293	0.542578293	0.446600426	0.446600426	0.446600426	0.515505156	0.515505156	0.515505156	0.515505156	0.515505156
0.245401685	0.245401685	0.245401685	0.245401685	0.163499829	0.163499829	0.163499829	0.163499829	0.283739005	0.283739005	0.283739005	0.283739005	0.332033401	0.332033401	0.332033401	0.332033401	0.332033401	0.307692308	0.307692308	0.307692308	0.307692308	0.247897319	0.498511174	0.369842961	0.369842961	0.369842961	0.369842961	0.542578293	0.542578293	0.542578293	0.446600426	0.446600426	0.446600426	0.515505156	0.515505156	0.515505156	0.515505156	0.515505156
0.245401685	0.245401685	0.245401685	0.245401685	0.163499829	0.163499829	0.163499829	0.163499829	0.283739005	0.283739005	0.283739005	0.283739005	0.332033401	0.332033401	0.332033401	0.332033401	0.254062869	0.254062869	0.303865148	0.303865148	0.303865148	0.247897319	0.247897319	0.316901408	0.316901408	0.316901408	0.316901408	0.316901408	0.542578293	0.542578293	0.408657918	0.408657918	0.408657918	0.515505156	0.515505156	0.515505156	0.515505156	0.515505156
0.205232782	0.205232782	0.205232782	0.181238348	0.163499829	0.163499829	0.163499829	0.163499829	0.283739005	0.283739005	0.283739005	0.283739005	0.252695829	0.252695829	0.252695829	0.254062869	0.254062869	0.254062869	0.303865148	0.303865148	0.303865148	0.247897319	0.247897319	0.247897319	0.316901408	0.316901408	0.316901408	0.316901408	0.408657918	0.408657918	0.408657918	0.408657918	0.408657918	0.283055421	0.283055421	0.283055421	0.283055421	0.283055421
0.205232782	0.205232782	0.205232782	0.205232782	0.300306986	0.300306986	0.300306986	0.300306986	0.283739005	0.283739005	0.283739005	0.252695829	0.252695829	0.252695829	0.252695829	0.254062869	0.254062869	0.254062869	0.303865148	0.303865148	0.303865148	0.247897319	0.247897319	0.247897319	0.316901408	0.316901408	0.316901408	0.316901408	0.408657918	0.408657918	0.408657918	0.408657918	0.408657918	0.283055421	0.283055421	0.283055421	0.283055421	0.283055421
