0.141722069	0.141722069	0.141722069	0.141722069	0.141722069	0.592513454	0.592513454	0.214017522	0.525880872	0.527306429	0.527306429	0.527306429	0.376744339	0.376744339	0.376744339	0.364586676	0.202194185	0.202194185	0.208268331	0.208268331
0.141722069	0.141722069	0.141722069	0.141722069	0.141722069	0.592513454	0.592513454	0.214017522	0.214017522	0.527306429	0.527306429	0.527306429	0.376744339	0.376744339	0.376744339	0.364586676	0.202194185	0.202194185	0.195779075	0.195779075
0.141722069	0.141722069	0.141722069	0.141722069	0.141722069	0.592513454	0.592513454	0.406523005	0.406523005	0.522998138	0.527306429	0.527306429	0.376744339	0.376744339	0.278490028	0.278490028	0.112320249	0.112320249	0.157315978	0.157315978
0.134681182	0.134681182	0.134681182	0.134681182	0.134681182	0.439319014	0.592513454	0.426277935	0.426277935	0.426277935	0.762871526	0.598053514	0.376744339	0.376744339	0.278490028	0.278490028	0.112320249	0.112320249	0.157315978	0.157315978
0.134681182	0.134681182	0.134681182	0.439319014	0.439319014	0.46156698	0.608123047	0.608123047	0.573595204	0.461358131	0.538374014	0.651078156	0.688348321	0.539506358	0.539506358	0.112320249	0.112320249	0.112320249	0.157315978	0.157315978
0.46156698	0.46156698	0.46156698	0.46156698	0.46156698	0.46156698	0.608123047	0.608123047	0.558659218	0.532693834	0.538374014	0.487224625	0.575051453	0.575051453	0.575051453	0.175616197	0.175616197	0.15380117	0.15380117	0.15380117
0.303356637	0.303356637	0.303356637	0.303356637	0.303356637	0.741624834	0.741624834	0.558659218	0.369741774	0.369741774	0.538374014	0.40093169	0.40093169	0.209429825	0.209429825	0.175616197	0.175616197	0.15380117	0.15380117	0.15380117
0.303356637	0.303356637	0.303356637	0.258955988	0.380626305	0.609281077	0.6806639	0.474642005	0.417471737	0.369741774	0.369741774	0.270206445	0.374786142	0.374786142	0.209429825	0.175616197	0.175616197	0.123062016	0.123062016	0.123062016
0.303356637	0.303356637	0.258955988	0.258955988	0.380626305	0.609281077	0.609281077	0.609281077	0.474642005	0.369741774	0.369741774	0.270206445	0.374786142	0.374786142	0.175616197	0.175616197	0.175616197	0.123062016	0.123062016	0.123062016
0.275467302	0.275467302	0.275467302	0.275467302	0.374425318	0.609281077	0.609281077	0.609281077	0.474642005	0.25932845	0.25932845	0.25932845	0.501786644	0.501786644	0.239145907	0.239145907	0.111383109	0.111383109	0.111383109	0.111383109
0.353883106	0.353883106	0.353883106	0.558308556	0.609281077	0.609281077	0.54808476	0.54808476	0.54808476	0.403389831	0.279061625	0.279061625	0.501786644	0.501786644	0.501786644	0.239145907	0.33257012	0.33257012	0.250587481	0.250587481
0.618474675	0.618474675	0.741854637	0.741854637	0.454724409	0.388540734	0.521252059	0.54808476	0.54808476	0.54808476	0.279061625	0.501786644	0.501786644	0.501786644	0.501786644	0.365200765	0.33257012	0.33257012	0.250587481	0.250587481
0.322623308	0.322623308	0.322623308	0.550934428	0.454724409	0.388540734	0.407917384	0.39345887	0.39345887	0.511050169	0.46520251	0.46520251	0.46520251	0.416905901	0.394734445	0.394734445	0.386199308	0.272868699	0.217378277	0.217378277
0.335300659	0.335300659	0.615532426	0.550934428	0.515712878	0.370221627	0.373220153	0.430496372	0.430496372	0.523119632	0.656213018	0.46520251	0.434226678	0.416905901	0.416905901	0.416905901	0.416905901	0.139418255	0.139418255	0.139418255
0.335300659	0.335300659	0.550934428	0.550934428	0.515712878	0.370221627	0.370221627	0.481858164	0.481858164	0.537162162	0.656213018	0.416905901	0.416905901	0.416905901	0.416905901	0.416905901	0.416905901	0.139418255	0.139418255	0.139418255

1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
